Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
29.06.2024 13:00;29.06.2024 14:00;3.596,00;2.000,25;114,50;608,25;43.587,25;105,25;-;3.174,50;575,25;2.059,75;107,25;1.697,00
29.06.2024 14:00;29.06.2024 15:00;3.608,25;2.030,25;57,75;730,75;40.977,50;105,00;-;3.188,00;576,00;2.057,75;165,75;1.696,00
29.06.2024 15:00;29.06.2024 16:00;3.622,25;1.963,50;32,00;952,75;35.885,00;103,50;-;3.221,50;578,00;2.056,00;132,25;1.703,25
29.06.2024 16:00;29.06.2024 17:00;3.701,75;2.138,75;39,25;1.275,50;28.790,00;102,25;-;3.358,75;579,25;2.031,50;194,50;1.668,75
29.06.2024 17:00;29.06.2024 18:00;3.830,25;2.494,00;80,75;1.917,75;20.620,75;104,50;-;5.067,50;575,25;2.466,75;1.117,25;1.646,75
29.06.2024 18:00;29.06.2024 19:00;4.095,75;2.648,75;201,00;2.725,75;12.094,50;105,75;-;5.952,00;602,75;4.365,75;4.054,25;1.658,50
29.06.2024 19:00;29.06.2024 20:00;4.288,50;2.780,50;314,00;4.281,25;5.274,00;107,00;-;6.094,00;665,75;5.425,25;5.666,50;1.691,75
29.06.2024 20:00;29.06.2024 21:00;4.337,00;2.841,00;444,00;7.167,25;1.609,00;107,75;-;6.047,00;665,25;5.366,00;5.616,50;1.700,50
29.06.2024 21:00;29.06.2024 22:00;4.244,50;2.696,50;582,25;10.169,00;129,00;108,00;-;5.871,75;568,00;4.560,25;4.832,75;1.693,50
29.06.2024 22:00;29.06.2024 23:00;4.145,75;2.660,00;975,50;12.274,75;7,25;105,75;-;5.687,25;479,50;4.221,50;4.085,75;1.686,25
29.06.2024 23:00;30.06.2024 00:00;3.990,75;2.597,00;1.460,50;14.553,50;3,25;108,00;-;5.287,25;458,75;3.939,75;2.492,25;1.663,25
30.06.2024 00:00;30.06.2024 01:00;3.877,25;2.231,00;2.106,00;14.317,50;4,00;106,50;-;4.920,50;562,25;3.319,25;1.809,25;1.669,25
30.06.2024 01:00;30.06.2024 02:00;3.828,25;2.147,75;2.116,50;14.494,50;3,50;105,00;-;4.792,00;574,00;2.895,75;594,00;1.672,25
30.06.2024 02:00;30.06.2024 03:00;3.756,00;2.127,25;2.173,25;14.700,25;3,00;104,50;-;3.694,50;564,25;2.829,25;279,50;1.670,00
30.06.2024 03:00;30.06.2024 04:00;3.734,75;2.149,25;2.331,75;13.347,75;3,00;100,75;-;3.300,25;579,75;2.718,25;207,25;1.689,25
30.06.2024 04:00;30.06.2024 05:00;3.739,00;2.148,50;2.499,25;12.644,50;5,50;100,75;-;3.282,75;577,00;2.658,75;174,00;1.693,75
30.06.2024 05:00;30.06.2024 06:00;3.777,50;2.245,75;2.050,50;11.291,25;255,50;106,00;-;3.223,50;572,50;2.600,00;272,25;1.677,50
30.06.2024 06:00;30.06.2024 07:00;3.875,25;2.357,25;2.155,50;8.933,75;1.531,50;106,50;-;3.186,25;579,00;2.614,50;394,50;1.687,00
30.06.2024 07:00;30.06.2024 08:00;3.892,75;2.459,25;3.059,75;7.196,75;3.821,00;107,25;-;3.451,00;577,00;2.611,75;597,25;1.695,00
30.06.2024 08:00;30.06.2024 09:00;3.864,75;2.499,75;2.201,25;7.016,00;7.624,75;108,50;-;3.686,75;663,75;2.644,50;790,00;1.680,50
30.06.2024 09:00;30.06.2024 10:00;3.816,75;2.467,25;2.051,25;8.298,75;11.378,75;108,25;-;3.780,50;918,50;3.206,50;967,50;1.649,00
30.06.2024 10:00;30.06.2024 11:00;3.746,75;2.240,75;2.255,50;9.224,00;14.321,50;110,00;-;3.721,00;1.126,25;3.152,00;95,75;1.631,75
30.06.2024 11:00;30.06.2024 12:00;3.678,25;2.170,25;2.060,00;10.412,00;17.743,00;110,50;-;3.435,25;1.277,50;3.101,75;81,00;1.632,25
30.06.2024 12:00;30.06.2024 13:00;3.635,25;2.144,25;1.463,00;11.015,50;20.370,00;108,50;-;3.203,75;1.373,50;2.873,50;91,75;1.620,50
30.06.2024 13:00;30.06.2024 14:00;3.613,75;2.160,50;1.061,25;11.503,50;21.500,25;104,00;-;3.201,00;1.386,25;2.606,75;38,00;1.643,00
30.06.2024 14:00;30.06.2024 15:00;3.611,50;2.203,25;1.218,25;12.537,25;19.333,75;103,25;-;3.215,25;1.243,00;2.308,00;43,00;1.613,25
30.06.2024 15:00;30.06.2024 16:00;3.564,25;2.150,00;1.123,75;12.929,00;17.452,25;103,75;-;3.183,25;865,25;2.033,25;3,50;1.610,75
30.06.2024 16:00;30.06.2024 17:00;3.599,00;2.274,00;1.119,50;13.868,50;13.625,75;106,00;-;3.748,00;552,00;2.092,75;76,75;1.651,75
30.06.2024 17:00;30.06.2024 18:00;3.714,25;2.461,25;1.565,75;14.094,00;9.245,75;107,00;-;5.373,50;541,75;2.383,75;431,50;1.706,50
30.06.2024 18:00;30.06.2024 19:00;3.887,50;2.510,00;1.779,75;13.027,25;6.406,00;106,50;-;7.039,00;827,50;2.628,25;288,00;1.693,00
30.06.2024 19:00;30.06.2024 20:00;4.017,00;2.400,50;1.574,75;11.593,25;3.352,50;107,25;-;7.976,25;844,50;3.004,50;646,50;1.727,25
30.06.2024 20:00;30.06.2024 21:00;4.179,25;2.752,75;1.448,75;10.118,00;1.110,75;108,00;-;8.468,00;1.063,75;3.446,75;3.211,00;1.667,75
30.06.2024 21:00;30.06.2024 22:00;4.160,50;2.654,00;1.446,50;7.869,00;106,75;108,00;-;8.693,00;1.291,75;3.644,00;2.937,50;1.659,75
30.06.2024 22:00;30.06.2024 23:00;4.078,00;2.764,25;1.364,75;5.926,50;5,25;108,25;-;9.058,75;1.335,75;3.664,00;3.766,50;1.680,00
30.06.2024 23:00;01.07.2024 00:00;3.934,50;2.516,25;1.255,00;4.973,75;3,25;106,75;-;9.161,00;1.277,50;3.290,75;2.080,25;1.684,50
01.07.2024 00:00;01.07.2024 01:00;3.700,25;2.603,00;1.358,75;4.502,25;3,00;105,00;-;9.123,25;1.287,25;3.575,25;569,75;1.643,50
01.07.2024 01:00;01.07.2024 02:00;3.613,50;2.534,75;1.500,75;4.408,50;3,00;105,00;-;9.088,75;1.253,50;3.598,25;222,50;1.672,75
01.07.2024 02:00;01.07.2024 03:00;3.599,50;2.254,00;1.399,00;4.278,75;3,00;105,00;-;9.228,50;1.155,25;3.355,50;74,50;1.662,25
01.07.2024 03:00;01.07.2024 04:00;3.591,25;2.299,75;1.175,25;3.976,50;2,75;105,00;-;9.509,00;1.162,75;3.744,00;81,25;1.675,00
01.07.2024 04:00;01.07.2024 05:00;3.625,50;2.315,25;1.140,75;4.126,75;5,75;105,00;-;9.888,25;1.382,25;3.869,00;255,25;1.647,25
01.07.2024 05:00;01.07.2024 06:00;3.709,25;2.426,25;1.169,50;4.650,25;292,75;105,50;-;10.448,25;1.841,75;4.629,50;306,50;1.684,00
01.07.2024 06:00;01.07.2024 07:00;4.013,25;2.711,50;1.214,00;4.594,00;1.956,25;105,00;-;10.573,75;2.162,50;5.627,25;3.633,75;1.669,25
01.07.2024 07:00;01.07.2024 08:00;4.129,50;2.779,25;1.403,75;4.677,75;5.532,00;106,75;-;10.532,00;2.320,50;5.957,75;5.264,50;1.658,00
01.07.2024 08:00;01.07.2024 09:00;4.067,25;2.735,75;1.499,25;4.620,75;10.442,00;105,75;-;10.521,75;2.160,25;6.106,50;3.052,00;1.717,00
01.07.2024 09:00;01.07.2024 10:00;3.922,25;2.718,50;1.760,25;4.813,25;15.488,00;99,50;-;10.522,75;2.167,75;5.678,50;2.409,75;1.709,25
01.07.2024 10:00;01.07.2024 11:00;3.711,75;2.505,75;2.258,50;5.264,25;20.190,50;99,50;-;10.179,50;1.927,50;4.051,75;409,50;1.734,50
01.07.2024 11:00;01.07.2024 12:00;3.621,75;2.557,25;2.472,25;6.387,75;23.495,00;104,50;-;9.194,50;1.444,50;3.523,50;440,75;1.741,25
01.07.2024 12:00;01.07.2024 13:00;3.501,75;2.383,50;2.640,75;8.097,50;24.756,00;104,25;-;7.970,25;1.545,75;3.671,75;274,25;1.776,25
01.07.2024 13:00;01.07.2024 14:00;3.469,50;2.371,75;2.775,75;9.306,50;25.295,50;104,50;-;6.672,25;1.130,25;3.167,00;186,25;1.793,50
01.07.2024 14:00;01.07.2024 15:00;3.451,50;2.225,75;2.864,25;11.228,00;24.398,00;104,00;-;5.706,25;1.098,75;2.942,50;333,25;1.681,50
01.07.2024 15:00;01.07.2024 16:00;3.483,00;2.480,75;2.336,25;12.953,25;21.700,00;107,25;-;6.356,75;1.169,00;3.112,00;64,75;1.679,25
01.07.2024 16:00;01.07.2024 17:00;3.555,00;2.425,25;2.442,75;13.954,50;19.034,00;107,50;-;8.220,00;1.109,50;3.280,00;114,75;1.887,50
01.07.2024 17:00;01.07.2024 18:00;3.653,00;2.443,75;2.408,25;14.474,00;15.150,75;106,25;-;9.715,50;1.203,25;3.544,00;186,50;1.905,25
01.07.2024 18:00;01.07.2024 19:00;3.906,00;2.622,00;2.884,75;13.503,50;9.937,75;107,25;-;10.137,25;1.845,25;4.405,00;1.192,00;1.909,00
01.07.2024 19:00;01.07.2024 20:00;4.169,50;2.741,50;3.136,25;11.042,75;5.029,25;109,25;-;10.157,25;2.281,00;5.401,00;2.540,25;1.942,25
01.07.2024 20:00;01.07.2024 21:00;4.269,25;2.812,50;3.597,50;9.246,25;1.628,50;110,25;-;10.221,25;2.326,25;5.371,75;3.993,75;1.981,25
01.07.2024 21:00;01.07.2024 22:00;4.253,00;2.760,50;3.150,75;7.969,75;130,75;112,00;-;10.263,75;2.291,75;5.512,75;3.982,75;1.930,50
01.07.2024 22:00;01.07.2024 23:00;4.103,75;2.724,00;2.376,50;7.802,50;6,00;112,00;-;10.323,25;2.222,50;5.716,00;3.533,25;1.934,25
01.07.2024 23:00;02.07.2024 00:00;3.890,25;2.548,75;1.996,75;8.551,50;3,50;112,75;-;10.177,00;1.978,75;4.599,50;1.106,25;1.967,50
02.07.2024 00:00;02.07.2024 01:00;3.695,00;2.549,00;1.925,75;8.773,50;3,00;113,25;-;9.865,75;1.834,75;3.774,00;651,00;1.956,75
02.07.2024 01:00;02.07.2024 02:00;3.614,25;2.214,75;2.114,25;9.117,00;2,50;113,25;-;8.955,00;1.583,75;3.493,25;63,25;2.016,25
02.07.2024 02:00;02.07.2024 03:00;3.527,00;2.292,00;2.426,00;9.169,00;2,00;113,25;-;8.909,00;1.467,25;3.335,00;73,75;2.019,75
02.07.2024 03:00;02.07.2024 04:00;3.500,25;2.439,25;2.430,50;8.864,00;2,50;113,00;-;8.989,00;1.369,50;3.267,25;177,00;1.979,00
02.07.2024 04:00;02.07.2024 05:00;3.544,25;2.496,00;2.485,00;8.614,00;5,25;112,50;-;8.928,50;1.551,75;3.312,50;68,25;1.936,75
02.07.2024 05:00;02.07.2024 06:00;3.705,75;2.578,25;2.099,75;8.784,75;341,00;112,00;-;9.463,50;1.638,75;3.437,00;96,50;1.875,50
02.07.2024 06:00;02.07.2024 07:00;4.029,75;2.724,50;2.492,25;8.382,25;2.489,75;111,25;-;10.539,00;2.068,25;3.939,75;2.244,50;1.858,00
02.07.2024 07:00;02.07.2024 08:00;4.146,50;2.632,25;3.176,50;7.601,00;6.477,00;108,25;-;10.602,00;2.214,00;3.939,00;3.365,25;1.866,25
02.07.2024 08:00;02.07.2024 09:00;4.128,75;2.659,75;3.764,00;7.213,25;11.598,00;106,50;-;10.650,00;2.195,00;3.880,75;3.063,75;1.833,75
02.07.2024 09:00;02.07.2024 10:00;3.907,75;2.530,75;4.090,75;8.120,25;16.367,50;104,50;-;10.380,50;1.868,25;3.781,75;1.654,25;1.834,50
02.07.2024 10:00;02.07.2024 11:00;3.710,25;2.502,50;4.534,00;9.687,75;17.876,75;103,75;-;9.466,50;1.377,25;3.048,50;1.310,25;1.821,50
02.07.2024 11:00;02.07.2024 12:00;3.632,50;2.558,00;4.453,75;10.833,50;17.397,75;98,50;-;9.063,25;1.320,75;2.880,00;1.589,00;1.808,25
02.07.2024 12:00;02.07.2024 13:00;3.550,00;2.350,00;4.653,00;11.692,25;18.351,00;103,25;-;9.589,00;1.481,50;2.896,75;355,50;1.818,75
02.07.2024 13:00;02.07.2024 14:00;3.557,00;2.288,50;5.112,50;12.930,50;18.374,50;102,75;-;9.416,75;1.118,25;2.803,00;80,50;1.838,00
02.07.2024 14:00;02.07.2024 15:00;3.582,00;2.240,50;5.360,00;14.443,50;16.948,00;102,50;-;8.654,25;1.180,75;2.425,00;61,00;1.766,75
02.07.2024 15:00;02.07.2024 16:00;3.600,50;2.319,50;5.029,25;15.371,00;14.530,00;102,00;-;8.371,50;1.420,00;2.409,75;52,50;1.789,25
02.07.2024 16:00;02.07.2024 17:00;3.689,50;2.349,00;4.700,25;15.575,25;11.993,00;102,75;-;8.457,00;1.448,25;2.470,00;269,00;1.790,00
02.07.2024 17:00;02.07.2024 18:00;3.790,75;2.350,50;4.880,50;15.605,25;8.889,50;103,75;-;9.344,25;1.538,75;2.726,75;254,25;1.790,25
02.07.2024 18:00;02.07.2024 19:00;4.061,25;2.678,00;5.058,25;14.325,75;5.620,00;106,00;-;10.414,75;1.876,25;3.528,75;1.073,25;1.815,25
02.07.2024 19:00;02.07.2024 20:00;4.287,00;2.703,00;4.695,25;13.243,25;3.030,50;105,50;-;10.921,75;2.071,75;3.977,00;1.717,75;1.902,50
02.07.2024 20:00;02.07.2024 21:00;4.332,50;2.701,00;4.618,75;12.085,50;953,50;102,25;-;10.885,25;1.951,00;4.063,25;2.563,50;1.975,25
02.07.2024 21:00;02.07.2024 22:00;4.306,00;2.795,75;4.115,00;11.191,75;82,25;105,00;-;10.882,25;1.979,75;4.063,50;2.469,50;1.939,00
02.07.2024 22:00;02.07.2024 23:00;4.170,25;2.750,25;4.007,00;9.804,75;3,75;106,00;-;10.900,75;1.885,25;4.039,50;2.293,00;1.952,25
02.07.2024 23:00;03.07.2024 00:00;3.968,75;2.750,50;3.564,25;9.597,50;8,75;107,00;-;10.639,00;1.774,75;3.983,25;1.124,00;1.949,75
03.07.2024 00:00;03.07.2024 01:00;3.752,75;2.642,50;3.757,75;8.949,00;7,75;106,25;-;9.820,25;1.430,00;3.847,00;205,75;1.943,00
03.07.2024 01:00;03.07.2024 02:00;3.686,50;2.372,50;4.236,00;8.381,50;3,00;106,00;-;9.595,00;1.145,25;4.026,25;104,25;1.969,75
03.07.2024 02:00;03.07.2024 03:00;3.668,25;2.355,50;4.108,75;8.108,50;2,00;106,00;-;9.496,25;966,75;3.868,50;58,50;1.990,50
03.07.2024 03:00;03.07.2024 04:00;3.663,75;2.379,50;4.507,50;7.696,00;2,00;106,00;-;9.556,00;962,00;3.915,00;80,50;1.957,00
03.07.2024 04:00;03.07.2024 05:00;3.705,50;2.368,75;4.296,75;7.360,75;4,25;107,00;-;9.461,75;959,00;3.944,00;32,25;1.906,75
03.07.2024 05:00;03.07.2024 06:00;3.795,50;2.485,50;3.711,75;7.374,50;259,00;106,50;-;10.249,75;1.107,75;4.397,25;134,00;1.909,50
03.07.2024 06:00;03.07.2024 07:00;4.106,50;2.866,25;3.298,25;6.441,75;1.987,75;103,50;-;10.885,25;1.946,00;5.222,50;1.808,50;1.929,50
03.07.2024 07:00;03.07.2024 08:00;4.289,75;2.917,75;3.104,75;5.102,00;5.966,50;103,75;-;10.888,50;2.157,00;5.358,50;4.265,50;1.904,75
03.07.2024 08:00;03.07.2024 09:00;4.248,50;2.827,75;2.777,00;4.715,00;11.721,50;103,00;-;10.881,00;2.154,75;5.268,50;2.753,00;1.897,75
03.07.2024 09:00;03.07.2024 10:00;4.055,75;2.763,50;2.510,50;4.939,75;17.428,50;104,25;-;10.733,75;2.033,50;5.053,00;1.363,75;1.907,75
03.07.2024 10:00;03.07.2024 11:00;3.831,25;2.563,75;2.964,25;5.924,50;21.095,25;104,50;-;10.371,00;1.666,75;4.603,50;553,25;1.841,50
03.07.2024 11:00;03.07.2024 12:00;3.705,00;2.543,75;3.493,25;6.985,00;22.350,75;105,25;-;9.615,50;1.444,25;3.959,75;319,50;1.906,50
03.07.2024 12:00;03.07.2024 13:00;3.618,00;2.476,75;3.669,50;8.360,25;21.976,50;108,00;-;9.500,75;1.416,25;3.841,75;177,50;1.940,75
03.07.2024 13:00;03.07.2024 14:00;3.600,00;2.587,25;2.942,50;8.785,25;21.090,50;110,00;-;9.561,25;1.330,75;3.889,00;206,25;1.983,00
03.07.2024 14:00;03.07.2024 15:00;3.637,00;2.745,00;2.465,25;8.621,75;18.434,25;110,00;-;9.908,50;1.501,50;3.396,00;670,25;1.973,25
03.07.2024 15:00;03.07.2024 16:00;3.667,50;2.464,50;2.513,00;7.961,25;16.397,75;109,00;-;10.427,50;1.401,25;3.710,50;460,75;1.983,75
03.07.2024 16:00;03.07.2024 17:00;3.781,00;2.596,25;2.511,75;7.106,25;14.067,50;110,25;-;10.487,75;1.515,75;4.085,00;609,50;1.989,50
03.07.2024 17:00;03.07.2024 18:00;3.938,75;2.491,50;2.048,00;6.523,50;11.048,25;110,25;-;10.593,75;1.789,25;4.668,75;1.503,50;1.980,75
03.07.2024 18:00;03.07.2024 19:00;4.160,50;2.658,50;2.253,75;5.717,50;7.796,50;110,25;-;10.647,75;2.162,00;6.017,50;3.443,00;1.844,00
03.07.2024 19:00;03.07.2024 20:00;4.326,25;2.896,25;2.391,75;4.834,50;4.259,00;112,00;-;10.595,50;2.279,75;6.932,25;4.589,25;1.756,50
03.07.2024 20:00;03.07.2024 21:00;4.412,25;2.886,00;2.411,75;4.225,75;1.416,75;112,25;-;10.629,50;2.156,25;7.662,00;5.228,75;1.753,75
03.07.2024 21:00;03.07.2024 22:00;4.350,00;2.766,50;2.993,25;4.188,00;138,75;111,25;-;10.503,75;2.143,75;7.068,25;4.690,75;1.684,50
03.07.2024 22:00;03.07.2024 23:00;4.189,00;2.655,25;3.409,25;5.220,25;16,50;111,00;-;9.969,00;1.960,50;6.283,25;3.915,75;1.678,25
03.07.2024 23:00;04.07.2024 00:00;3.968,00;2.422,75;3.932,00;7.742,50;11,00;111,00;-;7.977,00;1.286,50;3.895,75;2.693,75;1.743,25
04.07.2024 00:00;04.07.2024 01:00;3.818,25;2.285,75;5.380,00;9.942,25;7,25;110,75;-;5.218,25;533,00;2.728,25;944,50;1.744,25
04.07.2024 01:00;04.07.2024 02:00;3.756,75;2.231,00;5.887,75;12.096,75;3,75;111,00;-;3.678,75;464,25;2.550,25;421,25;1.743,25
04.07.2024 02:00;04.07.2024 03:00;3.714,25;2.340,75;5.884,50;13.998,50;3,75;110,75;-;3.530,25;461,50;2.575,75;722,50;1.738,00
04.07.2024 03:00;04.07.2024 04:00;3.667,50;2.281,50;5.740,00;15.391,50;2,75;111,00;-;3.705,25;465,25;2.692,50;158,00;1.785,50
04.07.2024 04:00;04.07.2024 05:00;3.674,75;2.218,75;5.412,50;16.841,25;4,75;111,00;-;3.876,25;463,25;2.711,00;105,50;1.773,00
04.07.2024 05:00;04.07.2024 06:00;3.752,50;2.252,50;5.862,75;18.773,25;252,75;110,25;-;3.734,75;470,50;2.766,50;331,50;1.743,25
04.07.2024 06:00;04.07.2024 07:00;3.982,50;2.340,25;5.733,75;21.070,75;1.808,00;110,00;-;4.028,75;503,75;3.107,50;884,00;1.690,50
04.07.2024 07:00;04.07.2024 08:00;4.114,75;2.478,50;6.048,75;21.197,00;4.944,00;107,25;-;4.070,50;546,25;3.114,75;2.625,75;1.705,00
04.07.2024 08:00;04.07.2024 09:00;4.021,50;2.495,00;6.444,75;21.378,75;9.358,25;105,00;-;3.976,25;578,75;3.181,50;1.152,25;1.751,25
04.07.2024 09:00;04.07.2024 10:00;3.820,75;2.331,00;6.613,75;21.527,50;15.018,75;105,00;-;3.873,75;615,00;2.730,00;334,75;1.749,75
04.07.2024 10:00;04.07.2024 11:00;3.650,75;2.280,75;6.650,75;22.789,75;20.239,00;104,25;-;3.889,75;705,00;2.794,00;158,50;1.763,25
04.07.2024 11:00;04.07.2024 12:00;3.579,25;2.255,50;6.194,00;23.578,25;23.379,00;103,75;-;3.879,00;763,75;3.062,00;96,25;1.732,25
04.07.2024 12:00;04.07.2024 13:00;3.528,75;2.243,25;5.083,00;24.128,25;24.883,50;102,00;-;3.888,00;816,00;3.084,00;248,25;1.767,75
04.07.2024 13:00;04.07.2024 14:00;3.487,00;2.126,25;4.958,00;23.456,50;26.192,50;103,00;-;3.870,00;787,75;2.996,25;87,00;1.768,25
04.07.2024 14:00;04.07.2024 15:00;3.476,50;2.126,50;4.220,25;22.166,75;27.564,75;103,50;-;4.016,75;792,75;2.877,00;84,50;1.747,25
04.07.2024 15:00;04.07.2024 16:00;3.507,25;2.200,75;4.092,25;21.162,75;27.416,50;102,25;-;3.820,00;814,00;2.878,50;74,25;1.743,75
04.07.2024 16:00;04.07.2024 17:00;3.572,75;2.183,75;4.264,50;21.492,25;24.186,00;103,50;-;3.693,50;892,00;2.843,25;125,25;1.747,50
04.07.2024 17:00;04.07.2024 18:00;3.682,75;2.167,25;3.693,25;22.439,00;19.270,50;104,00;-;3.704,25;1.007,75;2.660,50;128,75;1.773,00
04.07.2024 18:00;04.07.2024 19:00;3.898,75;2.320,50;4.664,50;21.391,25;13.372,50;105,00;-;4.133,50;995,50;2.953,50;488,00;1.794,75
04.07.2024 19:00;04.07.2024 20:00;4.149,00;2.334,25;4.557,25;19.264,75;6.713,50;104,75;-;4.244,50;1.007,00;3.470,50;1.310,50;1.807,00
04.07.2024 20:00;04.07.2024 21:00;4.298,00;2.565,75;5.089,75;15.931,00;2.187,50;105,75;-;4.696,00;1.031,75;3.799,75;5.077,50;1.807,00
04.07.2024 21:00;04.07.2024 22:00;4.359,00;2.783,00;5.625,00;14.066,50;190,50;106,00;-;4.846,00;1.062,50;3.794,25;6.080,00;1.789,00
04.07.2024 22:00;04.07.2024 23:00;4.253,00;2.582,25;5.923,00;13.458,75;8,00;106,25;-;4.717,50;903,25;3.434,00;5.432,00;1.785,00
04.07.2024 23:00;05.07.2024 00:00;4.056,75;2.354,50;6.063,25;14.965,75;3,25;106,00;-;3.888,25;840,50;2.962,75;2.937,75;1.812,50
05.07.2024 00:00;05.07.2024 01:00;3.855,25;2.260,25;5.347,50;15.947,25;2,50;105,25;-;3.659,25;562,00;2.831,75;1.669,50;1.843,75
05.07.2024 01:00;05.07.2024 02:00;3.736,75;2.293,00;4.738,75;17.199,50;3,00;103,50;-;3.941,25;562,25;2.843,75;377,75;1.882,75
05.07.2024 02:00;05.07.2024 03:00;3.702,00;2.416,00;4.140,75;16.677,25;3,75;103,50;-;4.144,25;540,25;2.744,00;828,25;1.888,50
05.07.2024 03:00;05.07.2024 04:00;3.728,25;2.326,25;4.923,75;16.746,75;3,00;104,00;-;4.234,75;553,25;2.687,75;286,50;1.858,00
05.07.2024 04:00;05.07.2024 05:00;3.805,50;2.443,25;4.694,25;16.704,25;6,50;103,75;-;4.188,00;553,50;2.708,25;75,00;1.907,50
05.07.2024 05:00;05.07.2024 06:00;3.909,25;2.373,00;4.943,50;17.257,00;388,75;102,75;-;4.177,75;582,00;2.791,75;606,75;1.901,50
05.07.2024 06:00;05.07.2024 07:00;4.172,25;2.489,00;5.107,50;16.789,50;2.885,50;101,75;-;4.316,50;606,00;2.811,25;2.471,00;1.852,25
05.07.2024 07:00;05.07.2024 08:00;4.259,25;2.594,00;5.075,50;14.289,75;8.473,50;102,50;-;4.327,50;623,00;2.960,75;3.475,75;1.845,50
05.07.2024 08:00;05.07.2024 09:00;4.123,50;2.431,00;5.526,25;13.040,50;16.764,25;104,75;-;4.001,75;627,75;3.059,00;2.364,50;1.887,25
05.07.2024 09:00;05.07.2024 10:00;3.870,25;2.216,50;5.221,00;15.706,25;24.960,00;105,00;-;3.903,75;621,75;3.149,75;720,75;1.917,25
05.07.2024 10:00;05.07.2024 11:00;3.719,00;2.306,00;5.145,00;18.578,25;30.457,50;103,25;-;3.657,75;622,00;3.275,50;190,50;1.901,00
05.07.2024 11:00;05.07.2024 12:00;3.660,25;2.128,75;5.265,75;19.540,25;33.235,00;104,75;-;3.681,25;587,50;3.273,50;173,50;1.915,25
05.07.2024 12:00;05.07.2024 13:00;3.627,00;2.158,25;5.132,25;20.220,50;33.603,25;104,75;-;3.654,00;591,75;3.173,00;42,00;1.890,25
05.07.2024 13:00;05.07.2024 14:00;3.635,00;2.177,00;5.095,50;19.591,25;32.659,50;103,50;-;3.432,75;594,75;3.044,25;44,00;1.822,75
05.07.2024 14:00;05.07.2024 15:00;3.641,50;2.104,75;4.619,75;20.699,75;30.574,25;105,00;-;3.478,00;617,75;2.955,50;21,00;1.733,00
05.07.2024 15:00;05.07.2024 16:00;3.671,25;2.082,75;4.438,25;21.360,25;27.746,50;105,00;-;3.652,50;586,50;3.004,50;26,25;1.733,50
05.07.2024 16:00;05.07.2024 17:00;3.755,50;2.081,75;3.525,50;21.173,75;23.350,25;105,50;-;4.099,50;611,00;3.013,25;98,75;1.737,50
05.07.2024 17:00;05.07.2024 18:00;3.889,25;2.230,75;3.110,50;19.250,00;17.450,50;106,50;-;4.358,75;639,50;3.226,25;413,75;1.740,00
05.07.2024 18:00;05.07.2024 19:00;4.119,75;2.413,25;2.551,00;16.078,50;11.308,75;107,25;-;4.510,00;628,50;3.417,00;1.173,25;1.742,50
05.07.2024 19:00;05.07.2024 20:00;4.331,75;2.607,50;2.080,00;13.461,75;5.884,50;107,00;-;5.366,50;675,50;3.449,25;3.976,75;1.757,50
05.07.2024 20:00;05.07.2024 21:00;4.455,75;2.761,00;1.625,75;10.446,75;1.949,50;109,25;-;5.649,25;824,75;3.699,50;5.117,25;1.758,25
05.07.2024 21:00;05.07.2024 22:00;4.468,50;3.034,25;1.128,00;8.554,00;144,75;111,25;-;5.766,00;834,00;3.802,00;6.473,00;1.766,50
05.07.2024 22:00;05.07.2024 23:00;4.380,25;3.042,75;966,75;8.047,25;15,25;112,25;-;5.827,00;801,00;3.746,75;6.533,75;1.766,75
05.07.2024 23:00;06.07.2024 00:00;4.233,25;2.853,75;1.010,75;9.248,75;7,25;112,75;-;5.822,00;691,00;3.488,50;5.031,25;1.751,00
06.07.2024 00:00;06.07.2024 01:00;4.059,00;2.725,50;1.063,50;10.281,00;6,50;113,00;-;5.786,75;690,00;3.363,75;3.239,75;1.788,50
06.07.2024 01:00;06.07.2024 02:00;3.950,50;2.547,75;1.228,50;11.234,00;5,00;113,75;-;4.421,50;586,50;3.128,75;1.462,25;1.771,75
06.07.2024 02:00;06.07.2024 03:00;3.904,50;2.371,00;2.104,50;12.159,50;4,25;114,00;-;3.534,25;520,25;2.869,25;988,25;1.777,00
06.07.2024 03:00;06.07.2024 04:00;3.864,25;2.285,50;2.718,75;13.234,75;3,25;114,00;-;3.457,50;516,75;2.730,25;507,25;1.767,50
06.07.2024 04:00;06.07.2024 05:00;3.853,50;2.171,75;3.678,00;14.815,75;5,75;114,00;-;3.469,75;514,75;2.605,50;201,00;1.758,50
06.07.2024 05:00;06.07.2024 06:00;3.900,00;2.174,25;4.993,25;16.689,25;416,25;114,00;-;3.431,25;526,25;2.594,25;435,00;1.758,00
